대사	라벨
하지만 그 내용은 밝힐 수 없다.	0
특히 김 총무와는 모든 얘기를 다하지는 않았으나 상당부분 얘기했다.	0
물론 그분들과도 많은 얘기를 했다.	0
합의라고 말할 수는 없다.	0
김 대표가 자신이 노 대통령을 만났을 때 개헌을 하려면 의원 칠십퍼센트가 찬성해야 하고 국민과반수가 이를 지지해야 하는데 현재 분위기로는 불가하다는 점을 말했다고 하기에 나도 동감을 표시했다.	0
김염삼 민자당 대표도 사실상 내각제를 반대하고 있다.	0
지난번 단식 중 김 대표와의 단독요담 때 이 문제에 대해 어떤 합의가 있었는가.	0
국민대표성을 상실한 현재의 국회를 해산하는 데 필요한 개헌절차의 법적 문제 해결에 진지하게 협의할 수 있다는 뜻이다.	0
십삼대 국회를 해산하고 새로운 총선 실시로 십사대 국회를 구성하려면 개헌해야 한다.	0
현재 합의각서 유출사실 외에는 이에 대한 민자당측의 어떤 결정도 나오지 않았다.	0
민자당의 분명한 당론결정을 보면서 평민당의 입장을 정하겠다.	0
민자당의 내각제 합의각서 유출사건이 평민당의 등원협상에 새로운 장애가 되는가.	0
여권의 반응을 지켜보면서 향후 정국에 대한 근본적인 대응책을 당 간부들과 새롭게 논의하겠다.	0
노태우 대통령에 대한 시국수습 제안이 수용되지 않을 때는 어떻게 대응할 것인가.	0
저는 영화에서 주인공인 남조선의 대학생 박현중의 애인 진애라역으로 나오지요.	0
이 영화를 직접 광주와 서울에 가서 촬영하지 못하는 게 아쉽습니다.	0
그러나 볼만한 영화가 되리라고 확신합니다.	0
당사국을 만나보거나 적절한 대화도 가져 보지 않은 채 특정국가에 대해 악담을 하는 것은 온당하지 않기 때문이다.	0
사회주의는 좋은 것이다.	0
우리는 모든 인민들이 사회의 주인이 되는 사회를 창조했다.	0
동서독 통일의 한 원인으로 동독 주민들이 장벽을 넘어 서독의 모든 조건이 훨씬 낫고 보다 자유롭다는 것을 알게 된 직접적인 접촉을 들 수 있다.	0
삼대 통일원칙에 의거한 합리적인 방안은 고려연방제를 채택하는 것이다.	0
근본적으로 다른 두개의 체제가 어떻게 화합될 수 있다고 보는가.	0
베를린을 거쳐 파리에 온 것으로 알고 있는데 독일에서 배운 교훈이 있는가.	0
우리들에게는 북과 남에 존재하고 있는 두개의 상이한 체제의 통일 문제가 아니라 동일 민족으로서의 민족통일을 성취하는 문제라고 할 수 있다.	0
로동당중앙위 비서국은 김정일 김중린 등 열한 명의 비서로 구성돼 있는 북한의 권력중추중 하나.	0
페르시아만 사태가 유알협상에 미치는 영향을 어떻게 분석하는가.	0
공개적으로는 모든 나라가 이 문제를 논의하기를 꺼린다.	0
유알협상에서 우리측 실무대표를 이끌고 있는 이상옥 제네바대사는 유알협상을 이렇게 전망했다.	0
어느 분야가 가장 쟁점이 되고 있는가.	0
우리도 마찬가지지만 역시 농산물이다.	0
상식적으로는 보조금을 사십오에서 오십퍼센트정도 줄이는 수준에서 타협될 가능성도 있다.	0
지자제 문제가 가장 첨예한 쟁점인 만큼 이 문제에 대한 최대 공약수를 추출하는 것이 중요하다.	0
현안에 대한 민자당의 당론을 정리할 경우 지자제와 내각제 문제가 다 포함되는가.	0
가능한 한 단독국회는 피할 생각이다.	0
오는 이십일 이후 국회는 어떻게 운영할 것인가.	0
내주 중반부터는 공식접촉이 시작될 수 있을 것이다.	0
대화와 협상을 통해 경색정국 타개를 위한 교섭을 시작하겠다.	0
평민당 총무와는 언제 만날 생각인가.	0
총무 인준이 끝나면 야당 총재를 방문할 생각이며 그후 야당측과 본격적으로 대화를 하겠다.	0
평민당과의 대화수순은 어떻게 잡고 있는가.	0
여야간의 입장이 정리단계에 와 있다고 본다.	0
민자당의 당론도 소속의원들의 의견을 최대한 수렴 정리하겠다.	0
대야 협상은 어떻게 할 생각인가.	0
이국수는 중학교를 졸업한 뒤 그 동안 키워 주신 선생님댁에서 나오게 될 것 같다고 조심스레 말했다.	0
해는 일본 후지쓰배 팔강에서 탈락했지만 내년에는 반드시 이 배를 차지하기위해 열심히 노력하겠습니다.	0
국수는 가장 어려운 상대가 누구라고 생각하느냐는 질문에 유창혁 사단이 부담스러우며 선생님은 한 수 위이기 때문에 차원이 다르다고 대답했다.	0
이창호 사단은 스승인 조훈현 구단을 꺾고 국수가 된 뒤 대국 전에는 질 것 같은 기분이 들었으나 막상 최고권위의 국수가 되고 보니 기쁘다고 소감을 밝혔다.	0
지난 일월 열여섯 명의 입후보자가 난립한 선거에서 그는 청렴정치하나로 육십이퍼센트의 높은 지지율로 방콕시장에 재선됐다.	0
우선 튼튼하고 강한 군대를 만들어야겠다는 생각이다.	0
앞으로 국방부 및 군을 어떻게 운영하겠는가.	0
차차 이야기하기로 하자.	0
필요하다면 기구 축소도 가능하다 잘못된 것은 잘할 수 있도록 개선 발전시키는 방향으로 고쳐야 하는 것 아닌가.	0
보안사의 기구를 축소하겠다는 말인가.	0
제발 언론에서 잘 되도록 미리 도와주십시오.	0
음악회의 전망을 어떻게 보십니까.	0
남북 양측이 모두 필요성을 느꼈기 때문에 아니겠습니까.	0
누구를 탓하고 싶지는 않습니다.	0
여건이 그만큼 성숙되지 않았던 탓이겠지요.	0
판문점음악회 등 그 동안의 남북 음악교류 시도가 여러 차례 무산된 것은 누구의 책임이라고 생각하십니까.	0
두말할 것도 없이 감회가 무척 깊습니다.	0
특히 지난번 판문점 음악제가 무산됐던 것을 생각하면 더욱 그렇습니다.	0
여러 가지 우여곡절을 거쳐 범민족음악회가 이루어졌는데 감회가 어떠신지요.	0
음악회가 십이일부터 시작되므로 최소한 십일일까지는 도착할 예정입니다.	0
평양에는 언제 가시게 됩니까.	0
그러나 윤씨는 이날 공연시작 전과 중간 휴식시간 및 공연히 끝난 후 기자의 질문에 짤막하게 답변했다.	0
이날 동베를린 라디오방송국 심포니 오케스트라는 멘델스존 힌데미스의 곡에 이어 재독 한국원로 작곡가 윤이상씨의 심포니 이번 삼악장을 연주했다.	0
역사적인 독일통일의 공식선언을 이틀 앞둔 구월 삼십일 밤 동베를린 샤우스필하우스에서는 뜻깊은 음악회가 열렸다.	0
관계개선은 좋은 일이다.	0
우리는 모든 우호관계의 증진을 환영한다.	0
양국의 외교관계를 오늘 날짜를 기해 수립하기로 결정했다.	0
고르바초프 대통령의 방한이나 노태우 대통령의 방소에 대한 계획이 있는가.	0
다만 그 시기는 대통령이 결정하게 될 것이다.	0
정상을 포함한 고위급의 상호 방문이 있을 것으로 본다.	0
최호중 장관과 셰바르드나제 장관은 안보리 소회의실에서 공동 코뮈니케에 서명한 뒤 회의실을 나서다 각국 기자들에 둘러싸여 질문공세를 받았다.	0
나의 숙소에 주석이 와서 국제정세등을 서로 얘기했다.	0
나는 이라크 문제에 관해 교전상태가 되면 안 된다.	0
대화로 해결하는 것이 최고다고 말했다.	0
이십육일밤 묘향산에서 김일성주석과 어떤 얘기를 했는가.	0
그 점을 염두에 두고 국교정상화를 받아들인다면 성급한 생각이다.	0
국교정상화 교섭을 진행시켜 나가면 두개의 조선 문제나 교차승인 문제가 나오지 않겠는가.	0
그쪽에서 십일월 일일부터 교섭에 들어가자는 얘기가 있었다.	0
나는 정도를 걸으면서 양국은 하나라는 생각을 응원한다.	0
자구의 문제였다 예컨대 선언이냐 성명이냐 등 세세한 일이 많았다.	0
가장 문제가 됐던 것은 핵의 문제였다.	0
나는 동유럽의 개혁 이전부터 한반도 통일의 당위성과 가능성을 주장해 왔다.	0
통일은 분명히 가능하고 지금이 그 기초를 다질 황금의 시기이다.	0
통일에 대해 너무 비관적이라고 생각하지 않는가.	0
중국도 모택동이 있을 때에는 변하지 않았다.	0
계자인 화국봉은 오래가지 못했다.	0
등소평시대에 와서 개혁 개방이 시작되었다.	0
북한이 전보다 개방적인 것은 틀림없다.	0
그러나 기본적인 정책이 변했다고 말하기에는 너무 이르다.	0
그렇다면 북한의 보다 급진적인 개혁 개방은 기대하기 어렵다는 것인가.	0
고려연방제등 자기식대로의 통일 및 화해원칙이다.	0
이미 확립된 기본원칙이란 무엇을 말하는가.	0
남북한관계의 진전에 관한 기자의 질문에 대한 맥도널드 박사의 답변이다.	0
북경에서 벌어지고 있는 일은 분명히 감동적이다.	0
남북한은 드디어 화합 통일에의 길로 접어들고 있는가.	0
지금 아시아경기대회가 열리고 있는 북경에서는 남북한 선수와 관람객들이 한데 어울려 아리랑과 통일의 노래를 합창하고 있다.	0
거부권을 가지고 있는 중소는 유엔가입 문제와 관련 먼저 남북한간에 얘기를 해 보라고 권유하고 있습니다.	0
그는 이번 총회기간중 미국 일본과도 외무장관회담을 갖고 오는 시월 오일 귀국한다.	0
이번 총회에서 유엔가입을 신청할 생각이라도 있는지.	0
우리만 유엔에 들어가겠다는 것이 아닙니다.	0
그 문제에 대해서 다소 오해가 있는 것 같습니다.	0
일본과 인도네시아가 주최하는 아시아지역 외무부장관 만찬회 등에서 자연스럽게 만날 수 있을 것입니다.	0
중국과의 관계도 소련처럼 정부간의 기관설치 형태로 이뤄져야 한다는 것이 우리 기본입장입니다.	0
앞으로 대중국 관계개선에 모든 외교적 노력을 집중해야겠지요.	0
그러나 중국은 동양적 의리를 중요시한다고나 할까요.	0
그렇게 쉽지가 않습니다.	0
소련과 수교하면 이제 남는 나라는 중국인데 중국과의 관계개선 전망을 어떻게 봅니까.	0
외교에 있어서 어느 한쪽의 희망만을 앞세우는 것은 바람직하지 않습니다.	0
수교일정이 합의되면 양국 정상의 교환방문이 실현되리라고 보십니까.	0
소련측과 얘기해봐야 할 문제이나 양국 공동발표문 또는 수교의정서 가서명 등 여러 방법이 있을 수 있습니다.	0
수교에 합의한다면 양국의 발표는 어떤 형태가 되겠습니까.	0
한소외무장관회담과 제사십오차 유엔총회에 참석하기 위해 이십삼일 오전 뉴욕으로 떠난 최호중외무장관은 이제 수교날짜를 잡는 일에 온 신경이 가 있는 듯했다.	0
좋은 일은 서두르라고 했지 않습니까.	0
이왕 만나서 수교얘기를 하기로 한 이상 가능한 한 빠른 시일내에 수교의정서가 교환될 수 있도록 하겠습니다.	0
남쪽에서 사천명 북쪽에서 이천명 등 육천명이 한마음으로 남북한을 응원하자는데는 이견이 없습니다.	0
그 동안의 경험으로 미루어 남북체육회담이 순조롭지만은 않을 겁니다.	0
그러나 끝까지 인내와 양보로 임한다면 좋은 결과가 나오겠지요.	0
남북한축구 교환경기 등 스포츠교류와 이번대회 공동응원 그리고 앞으로 있을 각종 국제대회의 단일팀 구성 문제 등이 되겠지요.	0
구십퍼센트 이상 진척됐다고 볼 수 있습니다.	0
농구선수 출신인 장웅 서기장은 스물한 명의 북한측 회의대표들과 함께 평양에서 열다섯 시간의 열차여행 끝에 이날 오전 북경역에 도착했다.	0
정말 좋은 일이지요.	0
남쪽 신문들이 이 같은 사실을 자주 크게 보도해 북남간의 동질성회복과 화해에 기여해야 합니다.	0
남북 사이클선수단이 합동훈련을 한 사실이 남쪽신문에 크게 보도되었는데요.	0
이라크가 자체적으로 원만한 제안을 가지고 나왔으면 좋겠습니다.	0
우리는 어느 쪽의 입장을 지지하기보다는 회원국들과 공동보조를 취하고 싶습니다.	0
공식회담이 될지는 아직 모르지만 같이 북경호텔에 묵으니까 만나서 여러가지 얘기를 하게 될 겁니다.	0
그 중 하나가 북남 공동응원이 되겠지요.	0
양쪽 실무자들이 자연스럽게 만나 의견을 나누게 될 겁니다.	0
그때 공동방안이 마련되겠지요.	0
북경에서 북남대결이 있어서는 안됩니다.	0
이클 합동훈련 남한언론 크게 보도 고맙다.	0
이제 우리는 사우디군의 지휘를 받게 되어 있다.	0
별개의 군사적 행동은 할 수도 없고 해서도 안 된다고 생각한다.	0
쿠웨이트 수복을 위해 이라크군에 반격을 가할 생각은 없는가.	0
병력은 여단병력이 좀 못되는 정도로 보면 되고 사담 후세인에 대한 증오심 때문에 잘 단결된 상태다.	0
현재 사우디내 쿠웨이트군의 병력과 사기는 어떤가.	0
우리는 정치인들의 말을 믿었고 또 그 정치인들은 사담 후세인을 믿었던 것 같다.	0
군인이 그런 자세를 취한다는 것은 큰 문제가 아닌가.	0
사실 우리군은 정신무장이 되어 있지 않았다.	0
또 병기나 화력도 제대로 갖추어져 있지 않았다.	0
이라크의 엄청난 군사력에 놀라 우리군은 전의를 상실했다.	0
그래도 이만명의 병력이 단합하면 이라크의 침공을 지체시킬 수 있지 않았겠는가.	0
쿠웨이트 부대소속 파딜 중령을 만났다.	0
하파르 알 바튼지역 기계화사단 인접 동부지역에는 이라크군의 쿠웨이트 침공시 사우디로 탈출한 쿠웨이트군 병사들로 구성된 부대가 있었다.	0
이번 방문은 예외적인 것이 아니라 교원노조연맹의 일상업무중 하나다.	0
어느 곳에든 문제는 있게 마련이다.	0
노조교사를 해고하는 것은 우리 연맹의 입장에서는 받아들일 수 없는 일이다.	0
안정기반 위에 기업활력을 회복시켜 성장을 지속하는 것이 변함 없는 기본방향이다.	0
이 부총리의 경제정책에 대해 성장을 앞세웠다가 물가관리에 우선을 두겠다고 하는 등 일관성이 없다는 지적도 있다.	0
최근의 중동사태로 내달 이후의 원유 도입가격이 배럴당 이십일 달러가 되면 배럴당 삼 달러의 추가부담이 생기고 수출도 일부 지장을 받을 것으로 예상된다.	0
지난 팔십팔년 자본시장 개방을 예시할 당시보다 여건이 나빠진건 사실이다.	0
요즘 같은 상황으로 볼 때 예정대로 오는 구십이년부터 외국인에 대해 국내 자본시장을 열 수 있겠는가.	0
정부는 경제지표가 좋아진다고 발표하고 있는데도 증시는 침체일로에 있다 계속 방치할 것인가.	0
영향이 다소 있을 수밖에 없지만 기본적으로 세입내 세출의 균형예산이기 때문에 정부부문의 통화 증발에 의한 인플레 요인은 되지 않는다.	0
그러나 재정규모가 확대되면 결국 물가에 영향을 미칠 수밖에 없지 않은가.	0
사회 기간시설확충 복지증대 등 재정수요는 급증하는데 무조건 조세부담률을 낮춘다는 것은 국가경영의 정도가 아니다.	0
세금이 그렇게 잘 걷히면 국민의 조세부담률을 좀 낮출 수도 있지 않은가.	0
공공요금을 무리하게 묶어 두면 결국 나중에 추가인상 요인으로 나타나는 것 아닌가.	0
그 동안 농산물가격 집세 등이 크게 뛴데다 공공요금 인상요인도 누적돼 있고 원유값 상승이 국내물가에 파급되지 않도록 해야 하는 부담이 추가로 생겼다.	0
올들어 소비자물가가 지난 칠월까지만 칠점팔퍼센트나 올랐는데 연간 한자릿 수로 억제할 수 있는가.	0
이승윤 부총리겸 경제기획원 장관은 중동사태를 좀더 지켜봐야겠지만 현재 상황으로는 크게 우려할 단계는 아니라고 본다고 말한다.	0
우리경제 어떻게 되어 가고 있는가.	0
물가 유가 수출 증시 등을 걱정하는 국민이 많다.	0
이씨를 포함 같이 탈출해 나온 열두가족 스무 명은 오는 십구일 서울로 갈 예정이다.	0
그러나 부인과 딸및 갓백일이 지난 아들을 볼 때 쿠웨이트를 빠져 나오기로 생각할 수밖에 없었다.	0
쿠웨이트시를 출발해 한시간쯤후 국경부근의 사막지대에 들어섰다.	0
주쿠웨이트 한국대사관의 기능은 정상적인가.	0
대체로 안전하게 지내고 있다 대사관에 이십사 시간 상주하는 교민도 있고 집과 대사관을 왕래하는 사람들도 있어 대체로 백명 안팎이 대사관에 머물고 있는 셈이다.	0
우리 가족 네 명 배구코치 태권도사범 목사 등과 나머지 사람들은 모두 이번 탈출의 모험을 자원한 사람들이다.	0
침공 며칠 뒤부터 탈출을 생각했으나 불안해서 얘기를 못 꺼냈었다.	0
구체적인 논의와 준비는 십일부터 했다.	0
이씨와의 전화인터뷰를 통해 쿠웨이트에 남아 있는 교민들의 현황과 탈출경로등을 들어봤다.	0
신옹은 독립운동을 하다 사십오년 칠월 구속돼 해방을 맞았고 오십칠년 진보당사건으로 오 일육직후 혁신계로 지목돼 구속되는 등 세 차례 옥고를 치렀다.	0
제가 떠날 때까지 한국인들은 물리적 피해를 보지 않았다.	0
신옹은 그러나 최근 복잡한 국내정치상황도 간접적이나마 한 요인이 됐다고 보느냐는 질문에 대해서는 더 이상 묻지 말라는 듯 손을 내저으며 고개를 돌렸다.	0
우리들의 끈질긴 요청이 받아들여진 것으로 생각해요.	0
국내외적으로 무르익은 통일분위기도 한몫 했을 겁니다.	0
아무튼 고마운 일이지요.	0
그 문제가 대회성사의 걸림돌이 되지는 않을 것으로 확신합니다.	0
과거에 반통일세력이었다 할지라도 뉘우치고 이번 대회에 동참하기를 원한다면 좋은 것입니다.	0
죽기 전에 조국이 통일되는 것을 보는 것이 소원이었습니다.	0
통일의 기운이 충만한 요즘 소원이 이루어질 것 같은 기대로 감격에 차 있습니다.	0
자주적인 통일운동의 초석이 됐다고 자부합니다.	0
이번 범민족대회 추진도 그 정신을 계승한 것이라고 할 수 있습니다.	0
때는 시일이 촉박해 여유가 없었어요 남한단독 정부수립을 위한 오 십 총선거가 이십여일밖에 남지 않은 상황이었으니까요.	0
남한측이나 북한측이나 통일에 대한 열망은 마찬가지라고 생각합니다.	0
이번 회담이 성공한다면 통일의 길은 훨씬 앞당겨질 것이고 실패한다면 통일의 길은 또다시 요원해 질 것입니다 통일장정에 한 고비를 맞은 셈이지요.	0
대한민국정부수립 이후 사십이년 동안 정부가 통일정책을 독점해 왔지만 아무 것도 이루어진 것이 없어요.	0
민간차원에서부터라도 통일의 물꼬를 터야 합니다.	0
당시 신옹은 남한 단독정부수립에 반대해 김구 김규식선생을 따라 평양에가 통일정부수립을 위한 남북협상을 벌인 남한측 팔인 대표의 한사람이었다.	0
신옹은 남한 단독정부수립에 반대해 김구 김규식선생을 따라 평양에가 통일정부수립을 위한 남북협상을 벌인 남한측 팔인 대표의 한사람이었다.	0
야권의 수뇌로 등장한 김목사는 서울 휘경동 서민주택형 동성빌라 이십오평 남짓한 자택에서 부인 김옥실여사와 둘이서 단촐하게 살고 있다.	0
케이엔씨씨가 남북대화에 적극적이었던 것은 칠십년대말부터입니다.	0
케이엔씨씨는 교회의 사회참여를 주장하는 대표적 단체인데 구체적으로 어떤 활동을 했습니까.	0
김목사는 기독교계에서도 자신이 앞에 나서지 않고 뒤에서 지원하는 울타리역으로 널리 알려져 있다.	0
처음부터 촉매역할에 그치겠다고 밝혔습니다.	0
그에게 통합야당에서 어떤 자리를 노리느냐고 물었다.	0
이기택총재와는 이전에도 개인적인 교류가 있었습니까.	0
제도자체보다도 운영의 묘가 더 중요하다고 생각됩니다.	0
지역감정의 자연적 해소를 기다린다는 것은 무리입니다.	0
각 당내의 기득권 유지세력을 무마하는 일과 밖으로는 야권통합을 자기들의 위기로 간주하는 집단에 의한 방해공작 그리고 또 하나는 언론의 예단보도입니다.	0
야권통합에서 가장 큰 어려움이 있다면 어떤 문제일까요.	0
우리는 직접 탄압받는 계층이 아니기 때문에 단적으로 비교하기 어렵지요.	0
지식인들은 그래도 유신 때보다도 좀 나아진 것 아니냐고 말하기도 합니다.	0
육십년대 중반부터 한국기독교교회협의회 총무를 맡아 십이년 동안 일했습니다.	0
그 기간에 우리나라 현대정치사에는 굴곡이 많았어요.	0
직자로서 현실정치에 사실상 깊이 개입하게 됐는데 그 배경을 설명해 주시지요.	0
김목사는 이날 오전 서울프레스센터에서 김대중 평민당총재와 이기택 민주당총재의 손을 맞잡고 야권 삼정파의 통합추진을 선언했다.	0
야권통합의 산파역을 자임하고 나선 재야 통추회의의 상임공동대표 김관석목사는 이십일 밤 자택에서 만난 기자에게 신 야당 창당일정 및 투쟁목표를 밝혔다.	0
지난 오십이년 이후 삼십팔년간 연방은행에 몸담고 있는 슐레징어 부총재는 한국은행 창립 칠십주년기념 세미나에 초청 받아 오는 시월 방한할 예정이다.	0
먼저 한국이 북한을 풀어주고 희생하겠단 자세가 필요하다.	0
북한에 실질적인 도움이 되는 경제협력과 인적교류 확대부터 시작해야 한다.	0
경제통합을 추진하면서 이제 유일한 분단국인 한국에 전해 줄 값진 경험은 무엇인가.	0
동독지역에서 일종의 가격혼란이 일어나고 있고 지난 일일 동베를린 노동자 이만여명의 세 시간 파업에서 나타났듯이 상당수 기업의 도산과 대량실업이 예상된다.	0
경제협력개발기구에서도 경제통합에 따라 인플레율은 삼점칠퍼센트까지 올라갈 것으로 봤는데 연방 은행이 너무 낙관적이지 않은가.	0
그 수치보다 별로 나빠질 이유가 없다.	0
서독경제는 올해 삼점구퍼센트의 실질성장 삼퍼센트의 인플레 육백억 달러의 경상수지 흑자를 예상했었다.	0
통합으로 어떤 변화가 예상되는가.	0
그 과정에서 정부측의 압력이나 종용 같은 것은 없었는가.	0
보수적인 중앙은행의 입장에서 이대일 교환을 주장한 것은 충분히 논리적이고 당연하다.	0
서독연방은행의 독립성과 중립성은 엄격하기로 유명하다.	0
구체적으로 시간계획표에 따라 통화통합을 준비한 것은 두 달여지만 이미 올해 초부터 여러 가지 가능성과 방법론을 상정해가며 치밀하게 대비해 온 게 사실이다.	0
백 오십억마르크의 돈을 예상수요 종류별로 새로 찍어 동독전역에 수송 교환하는 엄청난 작업에 걸린 시일과 투입인원은 어느 정도였는가.	0
동독인들의 일인당 평균교환액은 천마르크 정도로 최초 교환의 일인당 한도에도 크게 못 미치고 있다.	0
인플레와 마르크화 폭락을 우려해 동독인들이 예금인출 및 소비를 자제하는 바람직한 모습이 뚜렷해지고 있다.	0
단언하기는 이르지만 성공적이라는 여러가지 조짐들과 지표들이 나타나고 있다.	0
프랑크푸르트의 서독연방은행 본부에서 그를 만나 통화통합에 얽힐 뒷얘기와 독일경제의 전망등을 들어봤다.	0
동서독 통화통합에 따라 지난 일일부터 시작된 마르크화 교환작업은 한치의 오차도 없이 톱니바퀴처럼 착착 돌아가고 있다.	0
부동산투기는 어떤 일이 있더라도 뿌리뽑겠습니다 오 칠 특별담화는 국민들에 대한 약속이며 이 약속을 지키는 주체는 공직자들입니다.	0
잘 하려다가 결과가 잘못된 일은 시도하지 않은 것보다 더 평가를 해주고 잘한 일은 포상을 더욱 적극적으로 하라고 지시했습니다.	0
김대중 평민당총재와의 회담 때 바깥에 알려지지 않은 얘기 좀 털어 놓으시죠.	0
고르바초프대통령과의 회담도 갑자기 이뤄진 것은 아닙니다.	0
원인 없는 행위가 가능하겠습니까.	0
천안문사건 이후 양국간의 경제협력이 둔화된 것은 사실이나 서서히 회복되고 있고 북경 아시아경기를 계기로 다시 급증진될 것으로 전망합니다.	0
칠월초에 열리는 소련 공산당전당대회가 끝나봐야겠습니다.	0
한소 관계정상화를 위한 우리측 대표단은 언제쯤 파견할 계획입니까.	0
샌프란시스코 한소 정상회담 이후 소련과의 국교수립등 국민들의 기대가 큰 것 같은데.	0
크게 보면 사회각계각층의 갈등과 위화감의 해소라고 봅니다.	0
육이구 이전까지 정치문화의 주류를 이뤄 왔던 권위주의가 많은 분야에서 없어졌습니다.	0
노태우대통령은 이십팔일 육이구선언 삼주년을 맞아 청와대 출입기자들과 약 한 시간반 동안 오찬간담회를 갖고 최근의 국내외정세등에 관한 견해를 밝혔다.	0
이 위원회는 법정기구이나 정부로부터 독립돼 있으며 재정은 네덜란드상의등 재계에서 자발적으로 지원하고 있다.	0
그는 또 토론의 전과정이 공개되며 어떤 사안에 대한 찬성 반대자들의 명단과 입장이 그대로 공표되기 때문에 더욱 권위 있는 기구가 되고 있다고 덧붙였다.	0
그는 노사간 이해차이에도 불구 작년의 경우 중요한 마흔건의 과제에 대한 토론결과 팔십오퍼센트인 서른네건에 대해선 만장일치의 결론을 냈다고 말했다.	0
우리 위원회는 매월 한 차례의 전체회의 외에 거의 매일 회의를 갖기 때문에 서로가 서로를 잘 이해하고 있습니다.	0
그는 경제사회위원회가 만장일치의 찬성결론을 낸 경우엔 의회에서의 법안통과도 쉽고 찬반의견이 엇갈리면 의회에서도 난상토론이 벌어진다고 설명한다.	0
우리 위원회가 낸 의견은 거의 모두 정부정책에 반영되고 있습니다.	0
퀘네씨가 위원장으로 있는 이 위원회는 경제 및 사회 문제에 대해 정부에 조언을 해주는 정책자문기관.	0
매사에 합리적이지만 지나치게 앞뒤를 재기 때문에 결단력이 부족하고 기회주의적이란 지적을 받기도 한다.	0
이총재는 끝으로 경선결과에 대해 예상된 수준의 득표였으며 그것은 창당준비위원장이 가지는 프리미엄때문이라며 활짝 웃어 보였다.	0
이총재는 두 후보는 물론 당내 여러 동지들과 상의해 그분들이 부총재를 수락하도록 할 생각입니다.	0
박찬종 조순형창당부위원장을 비롯한 몇몇 분들과 만나 남은 부총재를 선출하는 방향에 대해 논의할 것입니다.	0
총재단 선출결과 총재와 부총재 두명 등 모두가 영남출신으로 나타났다.	0
국회는 국민의 다수의사와 함께 소수의견을 동시에 수렴하는 곳입니다.	0
우리당은 많은 국민의 지지를 받고 있음을 사삼보선을 통해 알 수 있었습니다.	0
소속의원 여덟 명으로 민자 평민의 정국구도 아래 위상정립이 어렵다고 본다.	0
여권이 오공으로 회귀하고 있는 작태를 지켜보면서 악법개폐에 최선의 노력을 다할 생각입니다.	0
당내 민주주의를 실현하기 위해 후보공천 인재등용 정치자금 조성 정책결정 등에 있어 놀라운 대변혁을 이룩할 것입니다.	0
앞으로 당을 이끌어 나갈 지도력을 어디에 둘 것인가.	0
야당세를 하나로 뭉쳐야 한다는 것은 시대적 요청이라고 생각합니다.	0
우리당의 창당정신도 야권통합에 있으며 이 정신에 따라 창당을 추진해 왔습니다.	0
창당전당대회에서의 경선을 거쳐 총재에 선출돼 내년 시월까지 제이야당 민주호를 이끌어갈 이기택의원은 먼저 창당의 공을 당원들에게 돌렸다.	0
지난 오 개월간 창당과정에서 당을 민주적으로 운영하면서 하나의 합의점을 도출해 낸다는 게 얼마나 어려운지를 실감했습니다.	0
그건 큰 문제가 아니라고 봅니다.	0
다양성의 이점도 있습니다.	0
우선 많이 와서 보고 그 다음을 모색하는 겁니다.	0
요즘 한국의 대소 분위기를 보면 너무 요란하고 부산을 떠는 것 같은데 이럴수록 실리를 찾아야 되는 것 아닙니까.	0
우선은 무역부터 시작합니다.	0
이걸 확대해서 투자를 하는 겁니다.	0
시간과 돈이 많이 투자되는데 우리의 여유가 있습니까.	0
긴 장래를 보면 소련은 광대한 시장임에 틀림없습니다.	0
경제협력의 잠재성은 크다고 봅니다.	0
이런 소련의 경제상황에서 보면 우리나라 정부나 기업의 대소접근이 성급하다는 생각이 들지 않습니까.	0
모든 경제체제가 유동상태에 있으니까 누가 이렇게 저렇게 하라고 얘기할 사람이 없습니다.	0
모든 물자가 부족한 상태니까 이 나라가 수출할 만한 게 없습니다.	0
그러니까 자원을 개발해서 갖고 가라는 식입니다.	0
시장경제로 개혁을 해야 한다는 데는 생각이 일치되어 있으나 예상외로 시장경제에 관한 지식과 이해가 부족한 것 같습니다.	0
물론 다방면에서 투자를 원하고 소비재를 많이 공급해 달라는 얘기입니다.	0
아직은 입안단계로 보여집니다 다시 말해 본격적인 개혁작업에 착수하지도 못한 상태입니다.	0
중앙은행의 역할과 기능을 강조했습니다.	0
소련진출 기업중에는 상품대금을 못 받고 있는 경우도 있는데 이에 대한 그들의 설명은 무엇입니까.	0
굉장히 복잡한 문제다.	0
한국민 적어도 남한사람들은 소련이 북한의 남침을 지원한 것과 칼기 격추사건에 관해 나쁜 감정을 갖고 있다.	0
이런 점들이 개선되고 실질적인 경제협력을 확대하기 위해서는 실무자로 구성되는 합동위원회를 만드는 것이 좋다고 생각한다.	0
또 소련측에서 수출입 인허가제도 개선 법률의 재정비 등 필요한 조건을 조속히 마련하지 못하고 있는데도 이유가 있다.	0
현상을 평가해 보면 산만하고 말만 많지 실질은 없다.	0
나도 같은 생각이다 미국은 해군력 감축제의에 응하지 않고 있다.	0
유럽에서는 여러 경로의 군축협상이 진행되고 또 성과도 거두고 있으나 동북아에서는 그렇지 못하다.	0
이번 미국 방문중 그런 질문을 많이 받았다 소련의 대외정책은 앞서 설명한 신사고 외교정책의 원칙을 견지할 것이라는 점을 강조하고 싶다.	0
