대사	라벨
쫓기듯 일을 배웠어요.	0
이봐, 페치카 물건을 이리 갖고 와.	0
손을 부자연스럽게 움직여 연주하는 것이 고작이었다.	0
짝짓기를 하려면 남보다 빨라야 하니까요.	0
언젠간 우리를 초대해 주지 않을래?	0
가지가 물에 닿으면 안 돼요!	0
늦게 온 것쯤이야 어떠려고.	0
그러나 일방 장편소설의 수난과 침해는 붓을 들어 기록하기에 황망할 지경이다.	0
오라비는 또 재촉이다.	0
아파트 삼층 삼백이십삼 호실에 묵습니다.	0
화가 얼마나 나셨던지, 말을 한 번에 쏟아부으셨다.	0
한두 시간을 걸어 유달산 정상에 다다랐어요.	0
곧 있으면 어두워지겠다.	0
열쇠와 약병을 들고 빨리 광을 열었습니다.	0
이젠 이곳에 올 수 없어요.	0
그는 다시 한번 그녀의 아름다움에 입을 다물지를 못했다.	0
재주가 늘어서 뽑힐 수 있게 되었어요!	0
이번엔 많은 벌금을 물 수밖에 없다.	0
큰 아버님!	0
빨리 나가봐요.	0
아이들은 해적들을 따돌렸습니다.	0
수련의는 경비원의 귀에 변명의 말을 속삭였습니다.	0
곧 영국하고 전쟁이 시작될 모양이오.	0
빨리 타야 해!	0
어디 가서 아들을 찾아야 하는 것인가.	0
잘 아는 처지다.	0
기진맥진한 그는 쓰러지고 만다.	0
눈 위에 기운 없이 쓰러지고 말았다.	0
머리가 너무나 끓어서 걷잡을 수가 없었다.	0
피가 맺히는 정도가 아니었다.	0
서로 소식도 모르고 나무 밑에 쓰러졌습니다.	0
겨우 자기의 영분을 깨달았다.	0
어쩌다 얼굴이 이렇게 변했소?	0
팔을 세우면 다리가 말을 안 듣고, 머리를 들면 헛구역질만 나온다.	0
소리를 내지르며 냉골에서 구르며 혼자 법석이다.	0
몸이 몹시 괴로운 눈치였다.	0
너의 팔자지.	0
왜 당사자에겐 이야기를 안하세요?	0
제 살을 깎는 것과 같았다.	0
그의 인격까지는 믿지 못한다는 생각이 들었습니다.	0
꼬집힌 자리는 열흘이나 가시지 않았었다.	0
난 죽고 싶어요.	0
구슬 같은 눈물이 두 뺨에 흐른다.	0
괴롭고 가슴 아픈 문제.	0
머리가 쑤시고 입술이 마른다.	0
함정에다 휘몰아 넣는 고통이었다.	0
이제는 다시 힘 있는 음악이 나올 기회가 없는 것 같았습니다.	0
나의 어리석음을 인제야 알았소.	0
꼼짝할 수가 없다.	0
아파 소리를 지른 것은 다섯 번째부터이고 눈물은 그다음에 나온 것이다.	0
눈물이 쏟아지도록 아프다.	0
얼굴이 새까맣게 그을리시고 홀쭉해지셨네.	0
꽤 깊이 박혔다.	0
다리에서 시뻘건 선혈이 쏟아집니다.	0
잡아당길수록 소리를 지른다.	0
그의 전신은 불같이 뜨겁고 머리는 혼란하여 회오리바람이 부는 것 같았다.	0
오른편 말은 눈에 띄도록 고삐를 늦추고 매를 자청했다.	0
멋진 테크닉을 실패하였다.	0
뒷골목에서는 걸음걸이마저 빨라졌습니다.	0
당신의 몸에서 힘이 빠지는 것을 느낄 것이고 아주 힘이 약해질 것입니다.	0
서울 소재 대학에서 로봇학을 공부한 오씨가 창업을 선택한 이유는 단순했다.	0
쓸모가 없어라고 욕을 먹었어.	0
줄기가 둘로 갈라진 채 땅에 주저앉고 말았습니다.	0
날아올랐다가 떨어지고 말았습니다.	0
아찔한 현기증으로 눈을 감았다.	0
수분 부족이 장기화될 경우 편두통이나 변비 등에 시달릴 수 있다.	0
그는 두 손에 붉은빛이 가득 차자 무리를 향해 뿜어댔다.	0
그는 비로소 거짓말이었음을 시인하였다.	0
걸리버의 머리를 향해 도토리를 던졌습니다.	0
그녀를 왜 때렸니?	0
전통을 지키기 위해 노력했다.	0
배에 부딪혀서 크게 다친 바다거북을 수술했어요.	0
불이 필요할 땐 렌즈로 태양빛을 모아 불을 피웠고요.	0
뭔가 유리창 밖에서 움직이고 있어요.	0
아니, 이건 팔뼈야.	0
또 매일 정오가 되면 다시 불렀다.	0
어느덧 어둑어둑 날이 저물고 있었어요.	0
누가 죽을 다 먹어 버렸어요.	0
발목불안정증은 특별한 이상을 보이진 않는다.	0
손을 뻗어 어부를 가까이 끌어당겼다.	0
할머니는 예전 모습 그대로 행복한 미소를 짓고 계셨어요.	0
전날의 악취는 없어졌지만 일그러진 그의 얼굴은 어제와 변함이 없었다.	0
겨우 이틀 동안 앓고 말이야.	0
뜨거운 손을 식히기 위해서였습니다.	0
김 대표와 함께 기소된 김 팀장에 대해서는 안타깝습니다.	0
개구쟁이 동생이 기운 없어 보여요.	0
그는 계속해서 말하려고 했지만 입술과 뺨이 떨려서 그만 돌아서 버렸습니다.	0
뜨거운 불꽃도 내보내면서 말이에요.	0
아버지는 좀 어떠시냐?	0
앗, 루키 블랙홀이야.	0
언니는 여행을 가면 전화와 메일을 끊어 버려 소식을 모른다.	0
비행기가 이륙할 때 고도의 급상승으로 인해 귀가 한동안 먹먹했다.	0
그 약초와 꽃은 젖지 않은 채 말라 있었습니다.	0
어떤 이들은 기이한 녹색 터키옥을 찾으러 이집트까지 가야 했다.	0
이해하기 어려운 논문을 읽는다.	0
그런데 식탁 위에는 왜 빈 접시뿐일까?	0
필요한 사람이 너무 많아요.	0
두 눈을 꽉 감았다.	0
새끼 황새들은 날개로 균형을 잡으려고 무척 애를 썼습니다.	0
어젯밤처럼 이야기를 하시지 않도록 졸랐습니다.	0
목을 백팔십도 회전하여 몸뚱이를 틀지 않고도 뒤를 돌아볼 수 있습니다.	0
창문을 열었을 때 바로 창문 턱에까지 물이 차 있었으니까요.	0
커피의 최고 생산국으로 세계에서 아홉 번째로 꼽히는 산업 강국이기도 하지요.	0
감옥에 처넣기도 했습니다.	0
고통의 운율로 노래를 지어 주겠다.	0
눈 속에서 눈에 잘 띄지 않도록 깃털이 하얗게 변해요.	0
움직일 수가 없었습니다.	0
우라늄의 산화물 이십 그램으로 석유 일 톤에 맞먹는 에너지를 생산합니다.	0
그의 수많은 부하들이 그들을 에워싸 두 사람을 주시하고 있었다.	0
마지막 승부수였던 후보 단일화도 막았다.	0
당장 의사를 데려와라.	0
더구나 전화 통화한지 이틀밖에 안 지나서 갑작스럽기도 했다.	0
그렇게 몇 주일이 지났어요.	0
아침에 일어났더니 인형이 아주 훌륭한 베틀을 다 부셔놓았다.	0
이런 노하우는 경쟁력이 되지 못했습니다.	0
발을 헛디뎌 안으로 떨어지고 말았습니다.	0
육지는 섬이 아니라 고래의 등이었던 거야.	0
빗자루 마녀와 꼬마 마법사는 얼른 디젤 기관차에 올라탔어요.	0
나중에 잘사는 것도 좋지만 생일날 잘 먹자고 이레를 굶었더니 죽더라잖아요.	0
채찍질을 하여라!	0
아픔을 느끼며 자리에서 뛰쳐나왔다.	0
오늘 이 순간처럼 제가 선생님에게 대해서 절망을 느껴본 적은 없었습니다.	0
아이들을 볼 때마다 남편의 사진을 볼때마다 가슴이 찢어지는 것 같았다.	0
죽어도 못 먹겠습니다.	0
그러면서 소리를 치는 것이었다.	0
마음뿐이지 어찌할 길이 없었다.	0
그러나 몸이 여전히 신음하는 자세로 쉽게 일어서지질 않는다.	0
발이 저린 것을 잊고 뛰어내리던 그는 엎드러질 수밖에는 없었다.	0
견디기 어려운 고통의 순간이었다.	0
아주 쩍 갈라졌다.	0
다시 가슴을 두들길 뿐이다.	0
날개가 눈에 스쳤던지 포수는 그냥 쓰러지면서 눈에서 눈물이 줄줄 흘렀습니다.	0
집으로 돌아왔을 때의 그의 손은 힘 없는 손이었다.	0
나는 그런것까지에 머리를 쓸 만한 마음의 여유조차도 갖고 있지 못했었다.	0
밤새워 고민하던 것이 아직도 머리에 꽉 박혀 되풀이하게 된다.	0
아픈 눈을 비비며 산에서 내려옵니다.	0
그것 역시 실패에 돌아갔습니다.	0
체면을 불고하고 땅에 엎드리어 엉엉 울도록 매는 내리었다.	0
밀려오는 고통에 무너지는 듯하였다.	0
사람 살려!	0
아이고 죽겠네.	0
몇 사람의 위생부가 소독약을 펌프로 뿌리며 돌아가는 것을 발견하였다.	0
골수에 사무친 병으로 인해 자리를 펴고 눕게 되었다.	0
피가 흐른 채로 얼어붙었다.	0
얼빠진 사람같이 그저 멍하니 바라보았다.	0
요컨대 할 수 없이 고통의 표현이 있을 것이다.	0
울고 싶도록 마음은 아프다.	0
더 살아서 무얼 해.	0
살아야 하나 의문이 되었다.	0
머리가 띵해지면서 울기 시작한다.	0
한심하다고 간단히 한 마디로 퉁겨 버리기에는 너무도 큰 문제다.	0
심장을 잘 들지 않는 칼로 베어내는 것 같았다.	0
그의 늙은 눈에서 주먹 같은 눈물이 뚝뚝 떨어졌다.	0
더위는 심하고 몸은 쇠약하여갔다.	0
아픔과 무서움에 숙경의 약한 신경으로써는 견디어낼 수가 없었다.	0
머리 아픈 것 참 질색이네요.	0
목덜미가 욱신거리고 손바닥이 얼얼하고 야단이다.	0
억지로 헤치다가는 가시에 찔려서 들어가지도 못하고 나오지도 못한다.	0
다친 어깨와 팔로 인해 힘을 마음대로 쓸 수 없었다.	0
손가락 하나 움직이기도 힘겹게 쇠약해졌습니다.	0
도시에서는 숨을 쉬기도 갑갑해.	0
쫓아와 감시하지는 않을 거다.	0
간신히 기침을 멈추고 말을 시작했습니다.	0
몸이 계속 쇠약해져 가고 있었다.	0
빈 보트를 발견하고 그걸 어머니에게 가져다 주었지요.	0
미끄러져 넘어지고 말 겁니다.	0
내 일생이 기구할 예조였는지, 그것은 유례가 없는 난산이었다.	0
누가 오트밀을 먹고 있는 지도 알 수 있어요.	0
그는 종아리 부상으로 빠진 주장을 대신해 팀을 이끈다.	0
누가 빨리 물 좀 가져와.	0
당연히 여기던 풍족한 생활도 옛 것이 되어 가난이란 두려움을 배운 시기였다.	0
뛰거나 걷기는커녕 옆으로 게걸음을 치는 사람들도 여럿 눈에 띄었다.	0
누이의 선혈이 눈 앞에 보인다.	0
두 권투 선수의 실력은 막상막하여서 경기에서 누가 이길지 예측이 불가했다.	0
아픔에 못 견디어 밭 한옆 움푹진 골에 엎드려 있었다.	0
피를 토하면서 세상을 떠나가는 그녀.	0
도끼에 찍힌 상처에서는 쉴 새 없이 피가 흐릅니다.	0
발길에 차이고 고개를 비틀렸다.	0
얼굴에 슬픈 빛이 돌며 잠시 눈을 감고 섰었습니다.	0
그는 통째 짓무를 듯 싶은 등을 견디지 못하였다.	0
주먹을 쥐면 손이 모두 터져서 손등에서 피가 흐르는 손이었다.	0
아내는 걸상에 가 늘어져 괴로운 숨을 견디지 못한다.	0
나는 몰락하였다.	0
발작이 지나간 것처럼 맥이 풀려 드러누워 버렸다.	0
비틀어 매는 듯이 불렀다.	0
두 눈은 들어가고 배가 고프면서도 찢어질 듯이 따가웠다.	0
힘들단 말 한마디도 내지 못했다.	0
사다리에서 떨어져서 이렇게 되었습니다.	0
남의 귀한 물건을 사는 것이 떳떳스러운 일은 못 될 것이었다.	0
날카로운 부르짖음을 내었다.	0
괴로운 낯을 하면서 앓는 소리를 내고 있다.	0
한숨에 죽일 것처럼 달려들었다.	0
어디에 머물러야 할지 골치가 지끈지끈 아프다.	0
앓는 소리가 저절로 나왔습니다.	0
그의 발은 이미 공중으로 뜨고 다리 아래로 사람들이 작게 멀어지고 있었다.	0
정신까지도 모조리 파괴하려고 했습니다.	0
솔개는 노란 병아리를 낚아채어 갔습니다.	0
딱한 사정이 있어서 찾아온 것이 틀림없다.	0
점점 윤곽이 분명해지면서 나를 향해 가까이 다가오고 있습니다.	0
깊이 갈아엎지를 못했습니다.	0
인체에 해로운 염산이 유출되었다고 해요.	0
금지 약품은 아니지만 발암물질입니다.	0
공들인 시간이 헛될 수도 있다는 것에 정신이 번쩍 들었다.	0
삼각형 집의 뾰족한 끝은 구름 위까지 닿아 있어.	0
셀 수 없을 만큼 옷을 많이 껴입었습니다.	0
몸무게가 너무 가벼워서 물 속에 가라앉지 않았습니다.	0
가끔 다르르 떨고 하는 것이다.	0
그냥 신음하고 있었습니다.	0
정신적인 고통들을 예측할 수가 있었다.	0
머리에서 나오는 이 참 울음은 눈물을 대신하기에 넉넉하였다.	0
피투성이가 되어 자빠져 있었습니다.	0
참기 어려운 미련이었다.	0
곁눈으로 그의 아내를 봤다.	0
그 비극의 소재를 가차 없이 보여준 것이다.	0
몹쓸 기침발을 또 내어 놓았다.	0
무서운 사람들에게 매를 맞고 있습니다.	0
곧 외면을 하였습니다.	0
나의 어리석음을 깨우쳤다.	0
어떻게 그런 곳에 보낼 수 있을까요?	0
열심히 쟁기질을 했습니다.	0
시원하게 뀌게 해 달라고 말했어요.	0
쉴 틈 없이 일만 했습니다.	0
복잡한 협상을 벌이고 있었습니다.	0
떨어질 뻔했을 때는 정신이 아찔했지.	0
공포에 떨면서 들어가 버렸다.	0
땅바닥에 쓰러지고 말았습니다.	0
폭염주의보가 이십사일 발효되었습니다.	0
바람과 햇볕을 쐬며 기다려야 합니다.	0
기대했던 것이 아니었습니다.	0
그저 무안할 따름이었노이다.	0
심장에서 나오는 참 눈물이다.	0
마음은 진실로 괴로웠다.	0
마음은 진실로 괴로웠다.	0
용서해 주세요.	0
나의 정열을 전부 바쳐버렸단 말이야.	0
일을 저지른 때와 같은 태도다.	0
나는 이러한 쓸데없는 고민 때문에 회복되어 가던 건강이 또다시 쇠약해집니다.	0
웃음을 파는 직업을 갖게 되었다.	0
공부를 하느라고 얼마나 애를 썼던가.	0
내 곁에서 떨어진 것 같습니다.	0
자기의 경우를 생각할 때 그는 슬퍼하지 않을 수가 없었다.	0
절망을 느낄 때면 그 천재 의식을 되살리어 자신을 매질해온 것이다.	0
그러나 차마 폭로를 못했었어요.	0
아픈 듯이 요동을 친다.	0
늙은이가 의원으로 찾아왔다.	0
말을 그렇게 하십니까!	0
못 잊는 것은 죄에 대한 의식 때문이었다.	0
머리는 얼마나 이그러지고 부어올랐는지 만질 수도 없이 아프고 쓰리었다.	0
내 마음이 지극히 섭섭함을 금할 길이 없었다.	0
벌써 목구멍에까지 가득 찼습니다.	0
어떻게 하면 누님을 도와드릴까?	0
오늘 장사가 잘만 되어도 좋을 텐데.	0
창가로 다가앉아 미닫이를 밀어 본다.	0
그는 남모르게 절망의 소리를 내었다.	0
그는 아주 절망하였습니다.	0
그냥 홀로 울고 있을 수 밖에는 없을 것이오.	0
허공만 물끄러미 쳐다보시고, 걸음도 휘청휘청하세요.	0
죽어서 다시는 만나지 못하려나 하는 생각에 그는 소리쳐 울고 싶었다.	0
그대로 울어버렸다.	0
배우고자 반갑게 맞아 주는 학생들을 대할 때 선생은 그만 혀가 굳어졌다.	0
제발 저를 선도하십시오!	0
이번은 왜 되지 않는 거야!	0
어찌하여 그 말을 나에게 하였소?	0
아침을 굶어서 배가 고파 못 견디겠습니다.	0
바늘로 찌르는 듯이 야속하게 들리는 것이었다.	0
환상이 여지없이 깨어졌어요.	0
난 굶고는 못 살아!	0
일단 멎어 가던 그의 울음이 또다시 폭발하였다.	0
그는 정말 실망하였다.	0
그를 향해 조심스레 입을 열었다.	0
어느 날 선생님이 소년을 불렀습니다.	0
개미를 죽일까 봐 얼른 발을 뒤로 뺐어요.	0
오늘은 아주 괴로운 날이야.	0
우린 자부심을 느끼지 못했죠.	0
그러나 그 이상 더 가지 못할 거라고 믿어요.	0
그의 눈을 피해 주위를 둘러보았다.	0
식민지로 전락한 것이다.	0
긴 한 숨을 내 쉬었다.	0
추가 조사를 한다지만 그들의 꼼수가 바뀔 것 같지는 않다.	0
나는 할머니를 보았다.	0
이리와 여기로 들어오란 말이야.	0
어깨를 조금 들썩이면서 말했습니다.	0
요새는 따지지 않는다 하더라고요.	0
이곳에서 잠시 머물렀습니다.	0
그대들의 마음을 받을 수 없소.	0
캄캄한 집에 들어가는 게 참 싫네.	0
처음에는 잘 몰랐는데 그가 친절한 사람이 아니라는 걸 알게 되었어요.	0
내가 꼭 공주를 찾고 말 거야.	0
아주 나쁜 꿈을 꿨어요.	0
학교에 도착했을 때 온 학교 아이들이 그를 보고 좋아했다.	0
예배 시간에 설교 말씀을 전하였다.	0
피를 흘리면서도 만세를 외쳤습니다.	0
송아지가 애원하며 소리쳤어요.	0
식사할 때 놓여 있던 은수저와 은촛대가 생각났지요.	0
점점 쇠약해지고 병은 깊어져 가고 있었습니다.	0
그녀의 목소리와 온몸이 떨렸다.	0
기분이 좋지 않고 머리도 아파요.	0
그녀의 울부짖음이 방안을 울렸다.	0
형무소로 가서 소장을 만났습니다.	0
어젯밤에는 이상한 꿈을 꾸었기에.	0
뛰어다니고, 우는 아이도 있어요.	0
요양병원의 실태는 더욱 심각했다.	0
지루한 더위와 험한 장마 뒤끝이었습니다.	0
베테랑 타자들의 연이은 부상으로 어려워졌다.	0
부유한 사람들을 증오한다.	0
할아버지 저를 용서해 주세요.	0
빨리 도망쳐요!	0
그녀는 아들의 가슴에 얼굴을 파묻은 채 통곡을 했다.	0
물가가 오르면 비용도 올라가요.	0
아찔한 상황도 발생했다.	0
별안간 달려들어 잡아먹었습니다.	0
매년 여름 성수기 워터파크들의 경쟁은 겨울철 스키장 못지않게 치열하다.	0
그 말이 떨어지기가 무섭게 벨벳 쿠션 아래에서 또렷한 목소리가 들렸다.	0
그는 주의하겠다고 약속하고 떠났습니다.	0
그는 의아해하며 문을 열어 주었습니다.	0
전투가 다 끝나고 나서야 다리에 화살을 맞은 것을 발견했습니다.	0
코끼리 몸에 코뿔소를 닮은 머리를 한 괴물이 앉아 있었습니다.	0
마들렌을 보면서 장발장이 아닐까 의심했습니다.	0
신임 대표는 이사회와 임시 주총을 거쳐 대표 자리에 오를 예정이다.	0
거 참, 귀찮은 것일세.	0
그러므로 인류 세계에는 새로운 생활 원리의 발견과 실천이 필요하다.	0
빈집에 누워 허공을 바라보고 있었습니다.	0
그 녀석이 우리를 해칠 거야.	0
영국은 가격이 얼마나 돼?	0
사정없이 빼앗아 갔습니다.	0
여름이 되어 그림이 눅눅해져서 햇볕에 말리기 위하여 마루에 펴놓았습니다.	0
배고픔과 슬픔 속에서 지낼 거야.	0
다 지난 일들을 쑥스러운데 뭐 한다고 자꾸 얘기를 하나?	0
아마도 이 벌이 없다면 매미의 수는 엄청나게 늘어날 것입니다.	0
외다리 병정도 다 녹아 버렸지요.	0
더 이상 욕을 하지 않았습니다.	0
우주비행사가 되지 못하겠구나.	0
밤이 되자 둘은 서쪽 끝 숲 근방까지 도착할 수 있었습니다.	0
아마존 유역은 기온이 높아.	0
과연 그의 계획은 무엇이었을까요?	0
놀이를 또 해요.	0
그러나 이번 러시아 월드컵은 어느 월드컵보다 중국 냄새가 가득하다.	0
해어진 방한모를 하얗게 만들었다.	0
그만 그뿐이었다.	0
후임은 원내대표가 맡게 됐다.	0
더러운 욕과 고통을 당하였을 것이다.	0
나올 듯하면서도 나오지 않아 그에게 큰 아픔을 주었다.	0
발버둥치는 꼴이 우습기도 했다.	0
내가 자기와 약혼을 했나.	0
그 어리고 약한 창호의 몸은 헌 솜같이 늘어져서 흐늘흐늘하기만 하네.	0
기절이라도 하고 싶었다.	0
그리움보다도 죄에 대한 공포가 나를 더 괴롭히고 있다!	0
자신이 비운에 빠지게 된 것은 남편이 죽었기 때문이라고 단정하였다.	0
가장 섭섭한 목소리로 외쳤다.	0
죽이지 못했다.	0
촉각신경은 벌써 감각을 잃어버렸습니다.	0
공부도 고작했습니다.	0
긴긴 여름날에는 앉은 그 자리에 그냥 있어야 하지 않습니까.	0
그것들이 뭘 아나!	0
나는 살아야 하는가?	0
아파서 견딜 수가 없었다.	0
맘이 좋을 리가 있겠니.	0
마음이 초조하면 초조할수록 제게서 생겨나는 음악은 더욱 나약해졌습니다.	0
이 못된 것이 무슨 병이 들어서 달아나기는 왜 한거야.	0
제 것을 먹자고 애를 쓰는 아이를 나무란 나 자신을 조롱했다.	0
심정은 얼마나 괴로웠겠는가.	0
어미 속을 썩일 셈이야!	0
이거 치워 줘요.	0
가슴 속에는 갑자기 회오리바람이 불기 시작했다.	0
공포에 숨게 되었다.	0
형은 뒀다 뭐 하자는 건데?	0
무리한 요구는 그만두시기 바랍니다.	0
끝끝내 아들의 마음을 이해할 길이 없어 밖으로 나가버린다.	0
그의 목에는 초승달같이 손톱 자국이 나고 거기서 피가 흐르기 시작하였습니다.	0
왕자는 말을 타고 떠났어.	0
그는 벽을 쿵쿵 받으며 고함쳤으나 음성은 찢겨 잘 나가지지 않는다.	0
그건 너무 처참한 이야기예요!	0
멱살을 잡히듯이 끌리어 시험을 쳤다.	0
울음이 터져 나오는 것을 참았다.	0
호의란 베풀 수 있는 일일지라도 결코 강요할 성질은 아닐 것이었다.	0
할 수 없군요.	0
아내는 나를 물어뜯는 것이다.	0
태양은 너무 뜨겁거든.	0
최후의 주역은 그들이였다.	0
내려갔다 올라갔다 하여 어지러웠습니다.	0
가장 냄새가 지독해요.	0
소리치며 몸을 일으켰다.	0
강렬하게 내리쬐는 조명에 나는 눈을 찡그릴 수밖에 없었다.	0
그는 휘영청 밝은 달을 쳐다보며 골똘히 생각에 젖어 있었습니다.	0
큰 나방들이 방안에 가득해요.	0
자신에게 던지는 많은 감정의 의문들이 두려웠다 겁이 났다.	0
새벽녘이 되어서야 겨우 잠이 들었습니다.	0
그녀의 손을 잡고 멋진 집을 한 채 그렸다.	0
가장 소름끼치는 형상들과 가장 무시무시한 괴물들이 거기에서 우글거렸습니다.	0
편히 쉬면서 잊어버려.	0
원기 좋은 소리로 말을 하였다.	0
녹차 아이스크림에서는 쌉쌀한 맛이 났다.	0
겁이 나서 몸이 떨렸습니다.	0
그녀는 가슴이 답답했습니다.	0
아들은 괴로운 생각을 하며 천천히 왔던 길을 되돌아가기 시작했습니다.	0
거인에게 잡힐지도 모른다는 생각이 들었습니다.	0
왜 사랑을 느끼지 못했는지 이제야 깨닫게 됐어.	0
축하 행사로 꼬박 이틀을 보냈습니다.	0
귀한 자식 누가 업어가면 어쩌느냐.	0
경쟁은 뼈를 깎는 괴로움이 따라요.	0
한숨을 푹 쉬셨어요.	0
이젠 어떻게 해야 할 지를 모르겠습니다.	0
온갖 비극 속에서 그 생애를 마쳤다.	0
빼앗겼다.	0
뉘우침으로 날을 보냈다.	0
어린 것의 토실토실한 뺨이 떠올랐다.	0
그는 남작에게 매달려 울었다.	0
그까짓 중학쯤 나와 가지고는 도리가 없어요.	0
역시 참을 수밖에 다른 도리는 없었다.	0
손발 붙들어 맨 채 가만히 앉아 있다는 것처럼 큰 고통은 없었다.	0
음주는 그의 체질로 하여금 저항치 못하게 한 것이었다.	0
모두 팔아먹으면서도 그것만은 품고 다니던 것이었다.	0
맹렬한 식욕으로 혓바닥이 뚫어질 듯이 침이 삼켜졌다.	0
아무도 시장을 알아보지 못했습니다.	0
예방 접종만으로는 면역 체계를 형성할 수 없다고 했다.	0
부모님이 살고 계시는 동네에 대해 이야기했어요.	0
아빠는 맨 먼저 그의 병문안을 가고 싶어 하셨습니다.	0
마을까지 가려면 호수를 건너야 합니다.	0
짐들이 산더미같이 쌓여 있어서 천장까지 닿을 것 같았습니다.	0
반군의 손을 들어 폐할 수도 없었다.	0
별도리도 없는 결정을 내리라고 한다.	0
거지를 데리고 들어왔습니다.	0
재판관은 생각에 잠겨 있었어요.	0
점차 노랗게 변해 갔습니다.	0
보이지 않을 때까지 욕설을 퍼부었다.	0
젊은 시절 나라를 다스렸던 때에는 사정이 그렇지 않았다.	0
그녀를 살피다 목에 난 상처를 보았다.	0
절대 만나고 싶지 않은 사람이었다.	0
서라벌 탐험대 모두 옛 신라를 떠나 고선사 석탑 밑에 와 있었습니다.	0
어떻게 된 일이지?	0
철사를 뽑아내는 일이 있어요.	0
물거품이 될 운명이었기 때문입니다.	0
선명한 력셔리 브랜드가 눈이 번쩍 뜨일 만했으나 이내 사라졌다.	0
모두 그 악마에게 있었다고 생각해.	0
돈에 얽매인다는 것이 괴로웠다.	0
알콜의 독은 천재의 몸을 버리게 하였다.	0
무슨 면목으로 선친을 대한단 말이냐?	0
유모의 젖먹이가 아니었다.	0
독방에서 절실히 느꼈어요.	0
과오에 대한 참회 때문만은 아니었다.	0
아니 먹을 수도 없었습니다.	0
실수였나 생각해 보았다.	0
야윈 고개로 가쁜 숨을 돌리고 있는 것이다.	0
파멸의 구렁으로 들어가는 것이었습니다.	0
몸을 가누기 힘들어 잠들어 버렸다.	0
어제 일은 잊은 듯이 무표정하게 쏘아보며 그를 지나쳤다.	0
거꾸로 다시 입을 통해 나오는 거예요.	0
타는 듯한 직사광선을 받으며 어디론가 가고 있다.	0
봄이 왔다고는 하지만 아직 눈이 남아 있었습니다.	0
마치 악마의 손길처럼 끔찍하였다.	0
난 들 어떻게 해요?	0
나이트클럽을 방불케 했다.	0
에워싸고 있을 때도 깨어나지 않았다.	0
쑤시며 아팠고, 식욕도 떨어졌습니다.	0
자물쇠를 잠가 버렸습니다.	0
그 당시와 다름없는 불운입니다.	0
생각에 잠겨 있었어요.	0
죽여서 강에 띄우리라 결심하였다.	0
말을 쏘아 논는 것이다.	0
그의 인사는 냉정하였습니다.	0
그 유리 문을 닫아라.	0
열심스러운 낯으로, 일어나지 마세요.	0
살기 띤 눈초리로 쏘아 보다가 실망하는 낯으로 인력거를 끌었다.	0
그이는 아주 돌아오지 못할 사람이예요.	0
그래도 썩 좋지는 못한가 봐요.	0
그 때와 지금을 비할 때가 아니다.	0
안 된다.	0
자네가 일평생을 두고 파보게나.	0
면장은 더 앉아 있기가 거북하여 벌떡 일어났다.	0
면장은 지폐를 앞으로 밀어놨다.	0
그까짓 것은 몰라도 좋다는 듯이 표정 한번 변하지 않는다.	0
옷감들을 끊어 내야겠어요!	0
내 방에는 당치도 않다!	0
반대하는 선비들이 많았다.	0
그런 말은 귀가 아프도록 들었소!	0
도끼는 무엇하려고 그러느냐?	0
그러나 태종의 결심은 굳었다.	0
우리 잃은 땅도 도로 찾아야하니, 장차까지는 약속치 못 하겠소.	0
양심을 바꿀 아내라고는 생각되지 않았다.	0
편지를 보기에 흥미조차 느끼지 않는다.	0
엉터리없는 공상인듯하였다.	0
대답한 어린이는 명예 동물 구조 대원이 될 수 있어요.	0
연을 날릴 수 있어요.	0
불순한 생각을 품게 되었다.	0
한 번 깨지면 흠집이 생겨요 전처럼 예쁘지 않다고요.	0
왜 망신을 시켜놓나?	0
오늘은 발표가 있는 날이거든요.	0
가슴에 부여잡고 살아온 복수 따위일까?	0
생일 예약 해놓겠습니다.	0
당연히 눈이 쑤시죠.	0
그의 잘못을 미워할지 모르겠지만 우리 모두 그를 측은히 여깁시다.	0
귀족들이 세금을 매긴 적이 있어요.	0
부하는 장군에게 귀띔을 했습니다.	0
그녀를 보았다 하더라도 그녀인지 몰랐을 거였다.	0
사람들은 김밥 할머니라고 불렀습니다.	0
그래서 왕은 그를 총사령관으로 임명하고 인도의 왕과 싸우는데 보냈지.	0
하지만 거인의 집에 어떤 곳에도 매의 깃털이 닿아서는 안 됩니다.	0
이 회선을 이용하기 위한 네트워크들의 경쟁이 치열했기 때문이야.	0
전부 맛이 없단 말이야.	0
처음에는 편집 실수인가 싶다가도 시인의 여러 작품을 읽으면 이해가 된다.	0
예우는 그 정도면 됐어.	0
저 쇠기둥은 뭐요?	0
음악의 원리라는 책을 주었습니다.	0
아저씨는 얼른 변호사에게 알렸어요.	0
소녀야, 기다려!	0
그 순사가 심문 벽두에 정내의 공기가 수상한 것을 보았던 것이다.	0
잘 차려입은 젊은 마부는 마차 뒤편에 앉아 있었습니다.	0
여자 친구와 친해져도 변함없이 교양 있게 예의를 지키지.	0
넌 가장 좋은 친구였는데.	0
내가 할 수 있는 걸 요구하는 게 낫지 않겠니?	0
별들은 반짝거리면서 자기 궤도를 유지하며 차분하게 돌고 있었습니다.	0
욕을 퍼붓더니 문밖으로 내쫓았습니다.	0
